respondent_id,xyz_vaccine,seasonal_vaccine
26933,0.943604043,0.327639447
26934,0.406139065,0.155035353
26935,0.860755212,0.427854145
26936,0.216118397,0.433509924
26937,0.79985192,0.405322986
26938,0.876607073,0.904371326
26939,0.964393539,0.953093682
26940,0.904617495,0.908309469
26941,0.939074512,0.572117263
26942,0.450051794,0.206474092
26943,0.82876204,0.373133064
26944,0.892788627,0.653170174
26945,0.892788627,0.559891727
26946,0.868348692,0.296714801
26947,0.892788627,0.559891727
26948,0.973088054,0.906649771
26949,0.976022903,0.962310782
26950,0.96175415,0.665157598
26951,0.92932593,0.67423803
26952,0.172079408,0.039215697
26953,0.285481084,0.039470696
26954,0.92932593,0.819354141
26955,0.847112723,0.406136366
26956,0.892788627,0.736000631
26957,0.973492287,0.169485838
26958,0.850804623,0.566827961
26959,0.955790278,0.854709559
26960,0.943392778,0.934658095
26961,0.818148257,0.547593102
26962,0.834064378,0.106125058
26963,0.79985192,0.688584121
26964,0.892788627,0.804956412
26965,0.223706204,0.057161274
26966,0.988480779,0.984712836
26967,0.892788627,0.559891727
26968,0.96439727,0.23195862
26969,0.98278717,0.87820384
26970,0.184654439,0.36073862
26971,0.92932593,0.753932519
26972,0.990518128,0.96419165
26973,0.921137107,0.84841904
26974,0.863208971,0.70846096
26975,0.931932501,0.429524881
26976,0.377883631,0.824427673
26977,0.945510961,0.703658256
26978,0.969069444,0.240059349
26979,0.584587168,0.258174194
26980,0.945510961,0.778519637
26981,0.937555527,0.653585279
26982,0.356481151,0.057525978
26983,0.892788627,0.559891727
26984,0.892788627,0.859343246
26985,0.966135569,0.87095062
26986,0.92932593,0.67423803
26987,0.892788627,0.804956412
26988,0.964789281,0.851163251
26989,0.754957558,0.277340194
26990,0.984680946,0.949888562
26991,0.630349617,0.515571761
26992,0.630349617,0.418247044
26993,0.850804623,0.214130964
26994,0.863208971,0.621434222
26995,0.935489251,0.712535408
26996,0.630349617,0.418247044
26997,0.95529808,0.865645246
26998,0.92932593,0.908590034
26999,0.482409282,0.577825048
27000,0.904617495,0.673496649
27001,0.957149453,0.256400277
27002,0.994233541,0.837073086
27003,0.97629257,0.940291642
27004,0.892788627,0.804956412
27005,0.745700529,0.587378453
27006,0.269798477,0.105486731
27007,0.92932593,0.67423803
27008,0.955402133,0.958602341
27009,0.892788627,0.559891727
27010,0.892788627,0.736000631
27011,0.863208971,0.782484132
27012,0.721661547,0.549770943
27013,0.892788627,0.559891727
27014,0.942776682,0.527918313
27015,0.892788627,0.804956412
27016,0.863208971,0.621434222
27017,0.615786661,0.27599
27018,0.904617495,0.673496649
27019,0.172079408,0.056979738
27020,0.729196588,0.719358462
27021,0.953139598,0.770726796
27022,0.818148257,0.726216815
27023,0.769569328,0.697718848
27024,0.916590046,0.68360021
27025,0.887712056,0.94843727
27026,0.880908833,0.514675477
27027,0.943398579,0.317835559
27028,0.747891491,0.212997796
27029,0.966135569,0.87095062
27030,0.681491489,0.564341419
27031,0.847940069,0.213612512
27032,0.79985192,0.598982528
27033,0.776209618,0.315249572
27034,0.989500926,0.508247551
27035,0.892788627,0.653170174
27036,0.880908833,0.417374179
27037,0.406139065,0.373133064
27038,0.943392778,0.96908494
27039,0.247102113,0.062270178
27040,0.808895042,0.879216134
27041,0.911155715,0.418194736
27042,0.923476355,0.326896738
27043,0.705175727,0.30792342
27044,0.980442939,0.955269289
27045,0.865227989,0.417355982
27046,0.920291282,0.859750507
27047,0.323987585,0.598223623
27048,0.79372672,0.415734441
27049,0.78950169,0.19191101
27050,0.95529808,0.572942876
27051,0.892788627,0.653170174
27052,0.865227989,0.699139913
27053,0.189620413,0.067585237
27054,0.95529808,0.865645246
27055,0.860924727,0.090332805
27056,0.973088054,0.934970789
27057,0.964789281,0.894356542
27058,0.247102113,0.062270178
27059,0.92932593,0.753932519
27060,0.978284456,0.695711869
27061,0.907073107,0.54886404
27062,0.943604043,0.612530462
27063,0.923476355,0.326896738
27064,0.722586669,0.444937681
27065,0.922377999,0.62262309
27066,0.943604043,0.327639447
27067,0.615786661,0.27599
27068,0.247102113,0.127036684
27069,0.466590681,0.062863754
27070,0.92932593,0.870372764
27071,0.92932593,0.908590034
27072,0.860924727,0.243656589
27073,0.964923661,0.163054518
27074,0.966135569,0.754883265
27075,0.172079408,0.082102954
27076,0.503717269,0.25752864
27077,0.92932593,0.870372764
27078,0.887722884,0.288116758
27079,0.670982254,0.039342998
27080,0.92932593,0.753932519
27081,0.954971384,0.13970371
27082,0.892788627,0.736000631
27083,0.865227989,0.699139913
27084,0.184654439,0.204773681
27085,0.949397608,0.982353149
27086,0.926010485,0.919125883
27087,0.769569328,0.697718848
27088,0.850932647,0.391554869
27089,0.769569328,0.697718848
27090,0.819865813,0.524975692
27091,0.437826286,0.901318605
27092,0.892788627,0.653170174
27093,0.818148257,0.726216815
27094,0.991664951,0.967205442
27095,0.939074512,0.572117263
27096,0.956511651,0.719654779
27097,0.330325487,0.213033836
27098,0.37790917,0.132659552
27099,0.79985192,0.405322986
27100,0.914671989,0.155931097
27101,0.896592807,0.316374528
27102,0.928053738,0.156365742
27103,0.98278717,0.914339545
27104,0.70663926,0.414897103
27105,0.90260868,0.279048
27106,0.769569328,0.324610283
27107,0.418111444,0.342361321
27108,0.892788627,0.736000631
27109,0.92932593,0.753932519
27110,0.899000884,0.418176529
27111,0.95529808,0.572942876
27112,0.645734478,0.375503278
27113,0.92932593,0.753932519
27114,0.892788627,0.859343246
27115,0.375189058,0.143480129
27116,0.835661804,0.09779995
27117,0.92932593,0.870372764
27118,0.892788627,0.559891727
27119,0.96053501,0.685073832
27120,0.817011223,0.062665311
27121,0.982854083,0.266663424
27122,0.920291282,0.560722818
27123,0.892788627,0.859343246
27124,0.921137107,0.84841904
27125,0.960093431,0.885440947
27126,0.619984589,0.859750507
27127,0.920291282,0.859750507
27128,0.892788627,0.559891727
27129,0.533288693,0.476944393
27130,0.892788627,0.736000631
27131,0.93372968,0.902053492
27132,0.37790917,0.065240606
27133,0.847112723,0.406136366
27134,0.584587168,0.340021341
27135,0.745700529,0.304977991
27136,0.920291282,0.560722818
27137,0.946104841,0.762438581
27138,0.892788627,0.653170174
27139,0.845924242,0.897256552
27140,0.172079408,0.116929853
27141,0.406139065,0.213599942
27142,0.939074512,0.664357901
27143,0.865227989,0.699139913
27144,0.943392778,0.96908494
27145,0.450051794,0.278074991
27146,0.926281553,0.106619957
27147,0.920291282,0.73665558
27148,0.70663926,0.697006891
27149,0.650116724,0.819354141
27150,0.496798535,0.062768656
27151,0.883896483,0.38479566
27152,0.966135569,0.754883265
27153,0.747891491,0.212997796
27154,0.247102113,0.089504631
27155,0.865227989,0.326091205
27156,0.978284456,0.695711869
27157,0.972430121,0.359376927
27158,0.920291282,0.560722818
27159,0.92932593,0.753932519
27160,0.74242394,0.687860274
27161,0.776209618,0.598964554
27162,0.811287258,0.093644468
27163,0.247102113,0.241796377
27164,0.695752116,0.873830027
27165,0.375189058,0.268524935
27166,0.939132211,0.873744203
27167,0.849327851,0.395398316
27168,0.82876204,0.155035353
27169,0.630349617,0.326896738
27170,0.722586669,0.198135487
27171,0.95529808,0.746196731
27172,0.964529374,0.175851652
27173,0.70276108,0.327639447
27174,0.899000884,0.699849016
27175,0.92932593,0.753932519
27176,0.466590681,0.062863754
27177,0.223706204,0.057161274
27178,0.892788627,0.653170174
27179,0.892788627,0.804956412
27180,0.643407659,0.597342836
27181,0.969069444,0.240059349
27182,0.223706204,0.082357542
27183,0.949956534,0.430351681
27184,0.956511651,0.539464797
27185,0.375189058,0.143480129
27186,0.810305101,0.278016815
27187,0.892788627,0.859343246
27188,0.922377999,0.62262309
27189,0.896592807,0.503519474
27190,0.538696279,0.13343778
27191,0.790563718,0.059903564
27192,0.375189058,0.143480129
27193,0.980663879,0.802381412
27194,0.865227989,0.417355982
27195,0.911155715,0.775378517
27196,0.700635169,0.724873315
27197,0.913763315,0.307189058
27198,0.172079408,0.039215697
27199,0.956986617,0.87240408
27200,0.865227989,0.610859079
27201,0.302212794,0.143066053
27202,0.901575724,0.928645032
27203,0.904617495,0.81885429
27204,0.964789281,0.894356542
27205,0.892788627,0.736000631
27206,0.904617495,0.869991683
27207,0.892788627,0.859343246
27208,0.184654439,0.204773681
27209,0.892788627,0.859343246
27210,0.818148257,0.641810591
27211,0.863208971,0.70846096
27212,0.457187966,0.065446634
27213,0.630349617,0.611729517
27214,0.96053501,0.912640608
27215,0.86259564,0.245773544
27216,0.951307727,0.231358172
27217,0.880908833,0.77479043
27218,0.558665092,0.115255217
27219,0.769569328,0.697718848
27220,0.722586669,0.351277856
27221,0.880908833,0.417374179
27222,0.865227989,0.699139913
27223,0.934685417,0.297786733
27224,0.865227989,0.514656785
27225,0.818148257,0.853218894
27226,0.975342382,0.75550693
27227,0.892788627,0.653170174
27228,0.584587168,0.190346431
27229,0.37790917,0.132659552
27230,0.860924727,0.062863754
27231,0.730106031,0.191388397
27232,0.850804623,0.469199067
27233,0.538669283,0.761533334
27234,0.922370221,0.971603997
27235,0.223706204,0.039342998
27236,0.919730241,0.094506971
27237,0.615786661,0.455151125
27238,0.79985192,0.405322986
27239,0.471374817,0.782484132
27240,0.939074512,0.664357901
27241,0.892788627,0.736000631
27242,0.921137107,0.633070573
27243,0.936032595,0.898185772
27244,0.92932593,0.870372764
27245,0.879957312,0.491516824
27246,0.37790917,0.093644468
27247,0.817011223,0.090055983
27248,0.850804623,0.373872138
27249,0.895513597,0.336368674
27250,0.892788627,0.736000631
27251,0.903613032,0.693175508
27252,0.70276108,0.327639447
27253,0.928053738,0.111273134
27254,0.247102113,0.089504631
27255,0.892788627,0.804956412
27256,0.496798535,0.062768656
27257,0.630349617,0.326896738
27258,0.563744198,0.222371681
27259,0.615786661,0.204773681
27260,0.802592223,0.394592152
27261,0.907073107,0.451107039
27262,0.769569328,0.415716265
27263,0.769569328,0.697718848
27264,0.934443063,0.893717379
27265,0.911467237,0.709201572
27266,0.776209618,0.502217935
27267,0.59528743,0.056979738
27268,0.981414891,0.763975607
27269,0.184654439,0.27599
27270,0.964393539,0.902647984
27271,0.95529808,0.665109715
27272,0.982459161,0.585927254
27273,0.921137107,0.790836331
27274,0.892788627,0.653170174
27275,0.79985192,0.688584121
27276,0.986214067,0.895150399
27277,0.936957362,0.156375613
27278,0.769569328,0.415716265
27279,0.904617495,0.673496649
27280,0.630349617,0.611729517
27281,0.931932501,0.622640672
27282,0.902946979,0.110939967
27283,0.991664951,0.952205374
27284,0.633045348,0.589917292
27285,0.863208971,0.525816875
27286,0.93372968,0.807786447
27287,0.79985192,0.598982528
27288,0.630349617,0.24702635
27289,0.643407659,0.687119422
27290,0.966135569,0.87095062
27291,0.341347584,0.191433252
27292,0.950139451,0.441380605
27293,0.892056711,0.065653268
27294,0.973088054,0.955124921
27295,0.722586669,0.198135487
27296,0.923476355,0.24702635
27297,0.892056711,0.252308672
27298,0.865227989,0.699139913
27299,0.776209618,0.315249572
27300,0.731365764,0.041134616
27301,0.98278717,0.959002096
27302,0.896592807,0.406560462
27303,0.964979676,0.898647265
27304,0.913459104,0.222625677
27305,0.951302694,0.902351142
27306,0.840602023,0.438815433
27307,0.247102113,0.127036684
27308,0.769569328,0.512971355
27309,0.529282321,0.068342403
27310,0.943392778,0.867149345
27311,0.892788627,0.859343246
27312,0.916590046,0.68360021
27313,0.892788627,0.804956412
27314,0.92932593,0.908590034
27315,0.892788627,0.653170174
27316,0.70276108,0.24765436
27317,0.935489251,0.889394623
27318,0.819865813,0.781909416
27319,0.754957558,0.277340194
27320,0.769569328,0.697718848
27321,0.949956534,0.430351681
27322,0.860742191,0.95826052
27323,0.923476355,0.515571761
27324,0.615786661,0.552901725
27325,0.406139065,0.110276252
27326,0.810305101,0.363075703
27327,0.921769777,0.706144696
27328,0.832889531,0.453685975
27329,0.892788627,0.804956412
27330,0.986422436,0.534184554
27331,0.892788627,0.736000631
27332,0.811287258,0.065240606
27333,0.450051794,0.206474092
27334,0.943392778,0.96908494
27335,0.812451694,0.858525755
27336,0.892788627,0.859343246
27337,0.83353024,0.446604558
27338,0.892788627,0.804956412
27339,0.643407659,0.687119422
27340,0.98278717,0.87820384
27341,0.769569328,0.324610283
27342,0.976384123,0.635093782
27343,0.92932593,0.819354141
27344,0.818148257,0.547593102
27345,0.939074512,0.745557315
27346,0.223706204,0.039342998
27347,0.406139065,0.110276252
27348,0.892788627,0.653170174
27349,0.921137107,0.84841904
27350,0.874514037,0.106445496
27351,0.362378183,0.286104674
27352,0.939074512,0.865252419
27353,0.986678766,0.866639977
27354,0.876882415,0.427872463
27355,0.729196588,0.348000104
27356,0.754957558,0.36229595
27357,0.92932593,0.67423803
27358,0.822392943,0.325350308
27359,0.70276108,0.24765436
27360,0.810305101,0.457661966
27361,0.959800306,0.116291226
27362,0.79985192,0.502236642
27363,0.904617495,0.81885429
27364,0.920291282,0.560722818
27365,0.776209618,0.405304949
27366,0.599907059,0.499706578
27367,0.652617576,0.267159697
27368,0.880908833,0.514675477
27369,0.904617495,0.908309469
27370,0.938636865,0.068773241
27371,0.630349617,0.611729517
27372,0.92932593,0.753932519
27373,0.191407303,0.176751942
27374,0.978284456,0.695711869
27375,0.811287258,0.065240606
27376,0.189620413,0.25821537
27377,0.911919638,0.538224492
27378,0.920291282,0.805485502
27379,0.892788627,0.653170174
27380,0.892056711,0.13343778
27381,0.900394307,0.407002147
27382,0.68533836,0.812652318
27383,0.847112723,0.406136366
27384,0.931932501,0.527096158
27385,0.902946979,0.110939967
27386,0.747891491,0.212997796
27387,0.754957558,0.205874541
27388,0.863208971,0.70846096
27389,0.769569328,0.697718848
27390,0.973088054,0.955124921
27391,0.852754071,0.206474092
27392,0.536171414,0.454314678
27393,0.98278717,0.914339545
27394,0.984913746,0.466048196
27395,0.244952793,0.258862046
27396,0.892788627,0.804956412
27397,0.247102113,0.127036684
27398,0.615786661,0.27599
27399,0.790563718,0.171305361
27400,0.947745503,0.378986595
27401,0.70663926,0.697006891
27402,0.8459384,0.221460224
27403,0.920291282,0.653933994
27404,0.540590244,0.804956412
27405,0.172079408,0.163892068
27406,0.920291282,0.73665558
27407,0.943392778,0.867149345
27408,0.8459384,0.221460224
27409,0.277827123,0.085932753
27410,0.92932593,0.819354141
27411,0.892788627,0.859343246
27412,0.790563718,0.086198102
27413,0.987735517,0.759442644
27414,0.470083144,0.416606329
27415,0.918574732,0.69387662
27416,0.904617495,0.753306148
27417,0.916590046,0.593411357
27418,0.540590244,0.736000631
27419,0.466590681,0.062863754
27420,0.861835041,0.853640868
27421,0.857268235,0.652405565
27422,0.747891491,0.372294099
27423,0.970142544,0.694997251
27424,0.754957558,0.456824773
27425,0.816799573,0.707413991
27426,0.892788627,0.804956412
27427,0.863208971,0.70846096
27428,0.92932593,0.819354141
27429,0.540590244,0.653170174
27430,0.899580724,0.297066169
27431,0.812451694,0.558228543
27432,0.892788627,0.559891727
27433,0.811287258,0.065240606
27434,0.892788627,0.804956412
27435,0.769569328,0.324610283
27436,0.980442939,0.935175595
27437,0.861835041,0.853640868
27438,0.892788627,0.736000631
27439,0.630349617,0.515571761
27440,0.892788627,0.859343246
27441,0.247102113,0.089504631
27442,0.829654543,0.066385693
27443,0.964789281,0.851163251
27444,0.876607073,0.904371326
27445,0.92932593,0.908590034
27446,0.887712056,0.925513838
27447,0.966135569,0.87095062
27448,0.747891491,0.565170632
27449,0.860924727,0.090332805
27450,0.969581036,0.309002074
27451,0.966135569,0.87095062
27452,0.972326597,0.792239689
27453,0.938636865,0.098552956
27454,0.880908833,0.699155653
27455,0.845924242,0.799399449
27456,0.769569328,0.512971355
27457,0.920291282,0.73665558
27458,0.892788627,0.559891727
27459,0.964789281,0.851163251
27460,0.406139065,0.155035353
27461,0.769569328,0.697718848
27462,0.95529808,0.572942876
27463,0.920291282,0.653933994
27464,0.384098678,0.097793348
27465,0.584587168,0.190346431
27466,0.990518128,0.947887362
27467,0.966135569,0.675364109
27468,0.874090449,0.353587548
27469,0.976384123,0.349165327
27470,0.191407303,0.126663046
27471,0.887722884,0.288116758
27472,0.776209618,0.502217935
27473,0.951836666,0.793818768
27474,0.861835041,0.548428685
27475,0.951302694,0.952942638
27476,0.86259564,0.416606329
27477,0.892788627,0.736000631
27478,0.96439727,0.494889627
27479,0.888861845,0.777633564
27480,0.633045348,0.230498288
27481,0.450051794,0.206474092
27482,0.540590244,0.653170174
27483,0.675209273,0.403697788
27484,0.747891491,0.212997796
27485,0.959651326,0.157015403
27486,0.892788627,0.804956412
27487,0.817011223,0.178229377
27488,0.172079408,0.056979738
27489,0.269798477,0.148626591
27490,0.981273328,0.628516828
27491,0.865227989,0.699139913
27492,0.943604043,0.419068083
27493,0.892056711,0.094218682
27494,0.602342294,0.288176204
27495,0.818148257,0.641810591
27496,0.939074512,0.745557315
27497,0.943857786,0.984763535
27498,0.874090449,0.269809863
27499,0.747891491,0.212997796
27500,0.844608078,0.083125623
27501,0.95529808,0.665109715
27502,0.944217481,0.493679364
27503,0.921137107,0.538208258
27504,0.98278717,0.940480757
27505,0.939074512,0.865252419
27506,0.747891491,0.286045484
27507,0.892788627,0.653170174
27508,0.892788627,0.736000631
27509,0.754957558,0.554568961
27510,0.320614891,0.697718848
27511,0.602342294,0.214748057
27512,0.892788627,0.736000631
27513,0.914862179,0.495680469
27514,0.643407659,0.500531229
27515,0.320614891,0.512971355
27516,0.643407659,0.313794961
27517,0.964789281,0.926103155
27518,0.223706204,0.057161274
27519,0.966135569,0.87095062
27520,0.92932593,0.753932519
27521,0.923476355,0.515571761
27522,0.934443063,0.893717379
27523,0.966135569,0.675364109
27524,0.954800662,0.595038174
27525,0.892788627,0.653170174
27526,0.565477196,0.402867977
27527,0.919730241,0.065860508
27528,0.618186758,0.13382834
27529,0.936039099,0.223210042
27530,0.92932593,0.908590034
27531,0.831471132,0.869226663
27532,0.811287258,0.065240606
27533,0.643407659,0.500531229
27534,0.901302848,0.874781124
27535,0.928053738,0.156365742
27536,0.827851533,0.503061271
27537,0.450051794,0.149491859
27538,0.630349617,0.515571761
27539,0.858680131,0.536530962
27540,0.379703139,0.803894961
27541,0.386843392,0.062665311
27542,0.920291282,0.73665558
27543,0.531533672,0.36392326
27544,0.892788627,0.859343246
27545,0.812451694,0.858525755
27546,0.269798477,0.361566545
27547,0.892788627,0.736000631
27548,0.938636865,0.098552956
27549,0.901428653,0.222371681
27550,0.922370221,0.958529544
27551,0.818148257,0.547593102
27552,0.914671989,0.214748057
27553,0.926800448,0.683616395
27554,0.729196588,0.539100001
27555,0.96053501,0.826604324
27556,0.879957312,0.229563355
27557,0.82876204,0.110276252
27558,0.920291282,0.859750507
27559,0.834064378,0.149482344
27560,0.8459384,0.577360221
27561,0.630349617,0.24702635
27562,0.754957558,0.36229595
27563,0.860755212,0.708111734
27564,0.745700529,0.587378453
27565,0.812451694,0.651640169
27566,0.845924242,0.799399449
27567,0.810305101,0.363075703
27568,0.699033669,0.127036684
27569,0.964789281,0.926103155
27570,0.503717269,0.431853782
27571,0.904617495,0.908309469
27572,0.991664951,0.967205442
27573,0.968248957,0.720334871
27574,0.812451694,0.803894961
27575,0.950139451,0.539100001
27576,0.973088054,0.867739387
27577,0.899000884,0.611660679
27578,0.863208971,0.621434222
27579,0.920291282,0.560722818
27580,0.921137107,0.538208258
27581,0.769569328,0.697718848
27582,0.92932593,0.819354141
27583,0.892788627,0.653170174
27584,0.326530484,0.38285276
27585,0.769569328,0.697718848
27586,0.172079408,0.082102954
27587,0.955790278,0.55055261
27588,0.857268235,0.735344637
27589,0.880908833,0.699155653
27590,0.660110453,0.63312051
27591,0.653490881,0.360788198
27592,0.964789281,0.851163251
27593,0.892788627,0.859343246
27594,0.79985192,0.405322986
27595,0.964789281,0.794370354
27596,0.892788627,0.736000631
27597,0.911237355,0.629304128
27598,0.960573238,0.837073086
27599,0.37790917,0.184618483
27600,0.95529808,0.572942876
27601,0.98456717,0.069537882
27602,0.223706204,0.039342998
27603,0.92932593,0.870372764
27604,0.98921523,0.836572868
27605,0.375189058,0.268524935
27606,0.889113301,0.744275302
27607,0.479516784,0.316040883
27608,0.850804623,0.287425342
27609,0.615786661,0.455151125
27610,0.633045348,0.307204984
27611,0.727186351,0.903492493
27612,0.968248957,0.34909947
27613,0.247102113,0.062270178
27614,0.880908833,0.610876867
27615,0.860924727,0.062863754
27616,0.991664951,0.984763535
27617,0.630349617,0.515571761
27618,0.795384614,0.483368364
27619,0.818148257,0.797023333
27620,0.406139065,0.286778886
27621,0.892788627,0.559891727
27622,0.529282321,0.068342403
27623,0.8459384,0.296317389
27624,0.889252735,0.207027353
27625,0.939294663,0.583060645
27626,0.978284456,0.83362261
27627,0.191407303,0.089230098
27628,0.942191036,0.23883067
27629,0.978284456,0.83362261
27630,0.71221072,0.22004705
27631,0.769569328,0.697718848
27632,0.958771075,0.637320468
27633,0.79985192,0.502236642
27634,0.892788627,0.804956412
27635,0.921137107,0.633070573
27636,0.731365764,0.170826999
